tarih,ilce,year,month,day,bildirimsiz_sum,bildirimli_sum,effective_cloud_cover:p_mean,effective_cloud_cover:p_min,effective_cloud_cover:p_max,global_rad:W_mean,global_rad:W_min,global_rad:W_max,relative_humidity_2m:p_mean,relative_humidity_2m:p_min,relative_humidity_2m:p_max,wind_dir_10m:d_mean,wind_dir_10m:d_min,wind_dir_10m:d_max,wind_speed_10m:ms_mean,wind_speed_10m:ms_min,wind_speed_10m:ms_max,prob_precip_1h:p_mean,prob_precip_1h:p_min,prob_precip_1h:p_max,temp_diff_mean,temp_diff_min,temp_diff_max,sin_direction_mean,sin_direction_min,sin_direction_max,WindSpeed_sin_component_mean,WindSpeed_sin_component_min,WindSpeed_sin_component_max,WindSpeed_cos_component_mean,WindSpeed_cos_component_min,WindSpeed_cos_component_max,Tatil Adı,quarter,dayofyear,weekofyear,dayofweek,sin_month,cos_month,sin_dayofyear,cos_dayofyear,sin_dayofmonth,cos_dayofmonth,sin_quarter,cos_quarter
2021-01-02,izmir-selcuk,2021,1,2,5.0,0.0,41.862500000000004,8.6,62.7,96.70416666666667,0.0,417.9,79.82916666666667,56.0,95.1,112.37916666666666,86.3,136.9,1.8125,0.9,2.6,1.0,1.0,1.0,-0.7625000000000001,-3.5,0.9000000000000004,0.9081016555243235,0.6832737736807991,0.997915618272179,1.6467828874789159,0.7487587099174342,2.363796438998292,-0.6740960567269356,-1.6063570085656553,0.10970492403002861,0,1,2,53,5,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,0.40673664307580015,0.9135454576426009,1.0,6.123233995736766e-17
2021-01-03,izmir-selcuk,2021,1,3,1.0,0.0,66.27916666666667,2.4,99.5,50.24166666666667,0.0,234.5,74.85416666666667,65.0,85.1,105.32083333333333,87.8,135.7,1.7208333333333334,0.5,2.4,5.266666666666667,1.0,51.3,-0.47916666666666674,-2.200000000000001,0.10000000000000142,0.9437157137197717,0.6984152854310062,0.9999756307053947,1.640044797007553,0.3492076427155031,2.3670854436893554,-0.411887737035527,-1.0181002025173078,0.0690980563575361,0,1,3,53,6,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,0.5877852522924731,0.8090169943749475,1.0,6.123233995736766e-17
2021-01-04,izmir-selcuk,2021,1,4,2.0,0.0,43.84583333333333,1.6,81.5,84.75,0.0,390.8,71.33749999999999,56.0,83.9,122.32083333333333,93.6,160.7,2.9,1.8,5.0,1.0,1.0,1.0,-0.04583333333333325,-2.5,1.299999999999999,0.795813668195343,0.33051439271322347,0.9980267284282716,2.245980254309264,0.9284195888755881,3.4495544184250524,-1.5505612981324879,-3.8076915376836826,-0.11930198710569503,0,1,4,1,0,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,0.7431448254773941,0.6691306063588582,1.0,6.123233995736766e-17
2021-01-05,izmir-selcuk,2021,1,5,0.0,0.0,45.354166666666664,7.7,99.9,91.49583333333334,0.0,367.8,82.71249999999999,55.7,100.0,181.525,129.3,247.0,2.1083333333333334,1.2,4.3,9.279166666666667,1.0,94.9,-0.9416666666666668,-3.8000000000000007,0.3999999999999986,-0.012134920534616104,-0.9205048534524403,0.7738402097265062,-0.10286118965151884,-2.945615531047809,2.5818069689013012,-1.6492912046833406,-3.438644031494489,-0.8816075708284916,0,1,5,1,1,0.49999999999999994,0.8660254037844387,0.08596479873744647,0.9962981749346078,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
2021-01-06,izmir-selcuk,2021,1,6,1.0,0.0,63.53333333333333,13.8,97.8,88.54166666666667,0.0,364.9,78.99166666666666,59.1,95.3,123.30833333333334,104.8,163.8,1.6500000000000001,0.9,2.5,1.0,1.0,1.0,-0.6416666666666667,-3.1000000000000014,0.8000000000000007,0.8049618045764646,0.27899110603922955,0.9668233886044595,1.3430306993348433,0.357433101571303,2.2719582242776712,-0.8473820903524979,-1.795502698176352,-0.4598023642844227,0,1,6,1,2,0.49999999999999994,0.8660254037844387,0.10310169744743485,0.9946708199115211,0.9510565162951535,0.30901699437494745,1.0,6.123233995736766e-17
2021-01-07,izmir-selcuk,2021,1,7,2.0,0.0,60.375,29.0,97.0,92.16666666666667,0.0,407.1,81.79583333333333,60.9,98.8,138.43333333333334,109.4,200.0,1.5458333333333334,1.0,2.9,1.0,1.0,1.0,-1.0166666666666666,-4.100000000000001,0.0,0.6086100064646587,-0.34202014332566866,0.943222657947601,0.832228103310738,-0.9918584156444391,1.6178292833385004,-1.0388994820090527,-2.7251086002791345,-0.5646739242022958,0,1,7,1,3,0.49999999999999994,0.8660254037844387,0.1202080448993527,0.9927487224577402,0.9945218953682733,0.10452846326765346,1.0,6.123233995736766e-17
2021-01-08,izmir-selcuk,2021,1,8,5.0,0.0,33.25,7.2,63.1,95.32083333333333,0.0,392.4,88.87083333333334,64.3,100.0,143.0625,114.8,192.0,2.216666666666667,1.6,4.1,1.0,1.0,1.0,-1.1833333333333331,-3.8000000000000007,-0.09999999999999964,0.5516422406818225,-0.20791169081775907,0.9077774785329086,1.0262179849635598,-0.6445262415350531,1.6997853859737282,-1.7054366346708054,-4.090986019997405,-0.7130685401585012,0,1,8,1,4,0.49999999999999994,0.8660254037844387,0.13727877211326478,0.9905324521322229,0.9945218953682734,-0.10452846326765333,1.0,6.123233995736766e-17
2021-01-09,izmir-selcuk,2021,1,9,1.0,1.0,67.37916666666666,13.5,99.8,43.525,0.0,196.2,87.39583333333333,73.8,98.3,144.20833333333334,121.6,161.2,3.045833333333333,1.3,4.4,1.0,1.0,1.0,-0.6916666666666664,-2.1000000000000014,0.09999999999999964,0.5746942116734837,0.3222656952305112,0.8517269341430477,1.6859110942506235,0.41894540379966455,2.340405557358763,-2.4834767347003712,-4.010174417195959,-1.100370402537166,0,1,9,1,5,0.49999999999999994,0.8660254037844387,0.15430882066428117,0.9880226656636976,0.9510565162951536,-0.30901699437494734,1.0,6.123233995736766e-17
2021-01-10,izmir-selcuk,2021,1,10,0.0,0.0,39.795833333333334,8.9,59.4,93.24583333333334,0.0,393.8,84.34583333333333,66.3,95.7,139.13333333333333,121.5,166.3,2.345833333333333,1.4,2.9,5.5,1.0,47.3,-1.3708333333333333,-3.700000000000003,-0.09999999999999964,0.6431739694396129,0.2368381460656186,0.8526401643540923,1.50055626510963,0.6394629943771702,2.2945482456057205,-1.7468417604750612,-2.6231826239936447,-1.0036748507106763,0,1,10,1,6,0.49999999999999994,0.8660254037844387,0.1712931441814776,0.9852201067560606,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17
2021-01-11,izmir-selcuk,2021,1,11,3.0,0.0,51.19583333333333,3.9,83.9,86.05416666666667,0.0,360.4,76.41250000000001,61.9,90.5,140.42499999999998,124.2,162.0,2.9875000000000003,1.2,4.4,2.9625,1.0,22.1,-0.8166666666666668,-3.1000000000000014,0.5,0.6259781055648012,0.3090169943749475,0.8270805742745617,1.8096741189715064,0.8470458848144173,3.4146041910928036,-2.298949542437836,-4.08954302006916,-0.8500078052694344,0,1,11,2,0,0.49999999999999994,0.8660254037844387,0.1882267098432442,0.9821256058680006,0.7431448254773945,-0.6691306063588579,1.0,6.123233995736766e-17
